Left Elbow,Right Elbow,Left Knee,Right Knee
62.16257128,24.57343164,7.158200318,29.82301204
24.03689853,136.3042387,12.89070775,37.56531206
32.29430806,69.43490279,13.06993762,12.36269991
23.29242709,108.7279221,36.47950161,19.60131611
33.89103829,33.90826057,43.96155486,38.25432188
45.30542287,37.42993776,38.46009173,49.54372063
59.83707629,25.87696049,43.73812813,25.17617277
41.58071915,58.03628683,35.56588663,42.96484871
39.80420761,35.5179592,53.58591968,41.66786463
38.312768,41.78374564,52.35969319,50.01704508
35.08362925,41.47543969,34.11873629,66.04525839
52.92974356,28.83131534,48.27264434,56.88546053
44.26469683,31.74316766,39.26655195,51.01276966
39.32734885,32.93435698,40.59301534,55.51631817
39.4247808,33.88258712,39.16670074,57.08486839
46.03364778,33.66853505,44.57148106,58.47701256
50.06598436,41.24983935,44.94987388,61.15146061
57.40261788,64.76925028,51.94392218,63.54849282
52.67377206,84.42917271,69.83022512,69.74282814
52.05709705,79.29525751,69.88891864,78.97082441
70.28709451,90.1862617,60.3876827,79.11441479
60.60077482,90.71988671,38.58043312,73.70196184
90.23909341,94.45399647,21.8162726,59.82438235
